,text1,text2,aut_id1,aut_id2,same
115,"An alien from outer space ( Joe Morton ) crash lands in NY . He looks like a black man , is totally mute and can fix machines and heal wounds with his bare hands . He's taken in by the citizens of Harlem who grow to like him . . . but he's being followed by two men in black ( John Sayles and David Stratham ) who want to bring him back to outer space . An interesting change of pace for director / writer and editor John Sayles . . . but it doesn't really work . I caught this in 1984 at an art cinema and was pretty unimpressed . My thoughts haven't really changed much . There's no real plot . . . just Morton wandering around and meeting all these odd but always friendly people . The dialogue is great and Morton is excellent ( that's why I'm giving it a 6 ) but the rest of the acting is pretty bad ( except for Sayles and Stratham ) and nothing really happens . It just sort of lays there . It also leads to a real ambiguous ending which could be interpreted a number of different ways . Still , this was the kind of independent film that came out in the 1980s and 90s before Hollywood took them over . For that alone this is interesting to watch . It has been beautifully restored by the Anarchists Covention ( ? ? ? ) and UCLA . It looks better now than it did in 1984 !","This takes place in a small French town in 1943 . Someone called "" The Raven "" is sending poison pen letters to various people in the town . They're filled with half-truths or outright lies but it begins to affect people . Quickly the whole town falls apart - - relationships are destroyed , mistrust and suspicion are all over and it finally leads to suicide and a murder . Plotwise this may seem familiar to many but it's beautifully done . The film moves quickly , is well-acted and director Henri-Georges Clourot ( who also directed the classic "" Diabolique "" ) does a wonderful job of visualizing the paranoia and hatred of the townspeople . The best sequence has a nurse running away when she thinks she is being chased by a crowd . Also this deals with sex outside marriage , pregnancy and abortion - - taboo subject in 1943 . Believe it or not this was seen as Nazi propaganda in its day ! It was shot while France was being occupied and shows a town full of violent , suspicious and angry people . French people thought it was a slap in the face to them - - showing them as ignorant people who let lies destroy them . That seems pretty silly now . It's now rightfully regarded as a classic . Well worth catching . I give it a 10 .",463200,463200,True
116,"Dr . Strangelove is widely considered to be one of Stanley Kubrick's best films , if not THE best , and it's easy to see why . I remember watching it several years ago and not really getting into it , but as I rewatched it a couple nights ago I realized quickly what I had missed back then . It is a remarkably simple film , an actor's film , obviously , but the crackling dialogue and the stunning performances ( most notably from Peter Sellers and George C . Scott , of course ) , are what really make the movie work so well . That is , of course , a pretty powerful statement , to give so much credit to the actors , since the story itself is a compellingly realistic and plausible what-if tale that was released to the public in an atmosphere of frightening tension between the U . S . and Russia . So realistic , in fact , that they felt it necessary to including a disclaimer at the beginning of the film , in which the Air Force would like to assure the public that it has systems in place which would prevent such a thing from ever happening . The film begins with something that was news to me , that America kept a given number of B-52 bombers airborne 24 hours a day , 7 days a week , in the event that their destructive services might be suddenly needed , which itself is a sign of what the times were like back then . The story concerns a General who loses his mind and orders all airborne bombers to attack Russia , unprovoked . The men on board the planes are dumbstruck , of course , because they realize the meaning of this order . A brilliant Slim Pickens is in charge on board one of the planes , and there is a rumor that during the performance , he wasn't told that the film was a comedy , which may be one of the reasons his comic performance is so brilliant , because this is exactly the kind of comedy that Kubrick loves and excels with . As Roger Ebert once noted , a man wearing a funny hat is not funny . But a man who doesn't KNOW he's wearing a funny hat . . . I have three favorite interactions in the film . The first is the isolated interaction between the crazy general and one of Sellers ' performances , Colonel Mandrake , who is stuck with the general and forced to listen with increasing agitation and disbelief to the general's explanations for why it is so imperative to strike the Russians immediately ( "" A foreign substance is introduced into our precious bodily fluids without the knowledge of the individual ! "" ) . This is funny to me because I have a close friend who's wife is absolutely convinced that the American government is doing this to its own citizens right now as I write this , in early 2008 . She should watch this film . The second performance I love is Sellers ' portrayal of Dr . Strangelove , although I'll admit that I remain a little confused as to why the film ended with his sudden exclamation that he can walk . I know there is something going on there that I'm missing but I just can't think of it . And last but not least , George C . Scott as the fanatical General Buck Turgidson . Scott's performance is so brilliant and in such deep detail that it's impossible to see it all in one viewing . I rewound all of his scenes two or three times and there is always something new . I think his might be the best performance in the movie . Watch , of course , for a young James Earl Jones on board the airplane , and of course Pickens ' exit from the airplane and the movie , which is one of the most famous moments in film history . And of course , since in China I especially appreciated this - listen for Mandrake's hilarious comment about his experience being tortured by the Japanese ! Only Peter Sellers could make something as real and disturbing as Japanese torture this funny !","Christopher Lambert ; the king of newer B-movies . The guy has been in every ( I think ) Highlander movie so far , despite the fact that only the first was particularly popular . He's done so many B-movies that one has to wonder if he is aware that the films are bad and doesn't care , or if he really doesn't realize their quality ( or , rather , lack thereof ) . Here , he returns in a sequel to the fairly low-budget B-movie action-science fiction flick , Fortress . In the first one , the prison was huge , and underneath the ground . Here , it's . . . well , it's still huge , but this time , it's in outer space . I guess the writer thought , hey , the first time , it was underneath the ground . . . the only place that could be worse than that would be outer space . I hope he's right . . . I surely do , because if he is , maybe we won't see anymore half-cooked action-sci-fi flicks like this . Lambert portrays the exact same character , which I suppose is good , as he was a decent character in the first . A few somewhat big names also join the cast , most noticeably Pam Grier . The cast of characters from the first are pretty much remade ( apart from Lambert himself ) , meaning that the new cast pretty much just fills the shoes of the characters from the first ( anyone who knows how the first ended knows why ) . Unfortunately , that means that the film seems more like an overblown remake with the same guy portraying the lead , rather than a sequel . The hacker from the first ( who was a neurotic , nervous guy , beautifully portrayed by great horror-talent , Jeffrey Combs ) is replaced by an annoying black-guy stereotype . The female lead is replaced by a girl from the resistance ( which Lambert's character is said to be a member of as well . . . odd . . . I don't remember that from the first . . . does that mean he joined the resistance after he got a kid ? Who'd do that ? ) , instead of his wife as it was in the first . . . apparently mainly because the scriptwriter couldn't find a good way to capture both Lambert and the wife-character , without capturing the kid . The Men-Tel prison commander ( who was played by the cool bad-guy actor , Kurtwood Smith , from RoboCop fame ) is now an annoying wimp with a ridiculous British accent that really gets on your nerves ( as opposed to the cool Smith , who was a menacing and threatening presence ) . The plot is a rehash of the first . The pacing isn't particularly good . The very scenes in the movie seems to be ( for the most part ) remakes of the scenes of the original ( talk about lack of originality . . . ) and the action is mostly just rehashes of the first , just made a little less exciting ( remember those way-cool machine guns with three barrels in the first ? They're replaced with dull futuristic-looking stick-stun-guns ) . The special effects are decent at best . The script is a weak rehash of the first , with a few added sub-plots , none of which being particularly good . . . most of them are just there to keep the film going , or put it an action scene , in order to distract the audience from the poor writing . The dialog is pretty bad , with one or two exceptions . All in all , the film is just a tame rehash of everything the first was ( which isn't even a lot ) . Somebody took the first film , said , "" hey , this is popular . . . but it's not very good . . . how about if we try to do something of even lesser quality and see if people will like it ? "" Probably writer / producer / actor John Flock , who , going by the plot and the writing of this film , really is as dumb as he looks . I recommend this only to huge fans of the first Fortress , Lambert or B-movies . Everyone else ; don't bother . There's a million better ways to spend 90 minutes , and there's at least as many reasons not to see this film .",562732,2093818,False
117,"Although I did like the 1946 adaptation of the Killers , I wasn't sure how a Russian , let alone someone who is usually much more into the visual prowess of things like Andrei Tarkovsky , would tackle Ernest Hemingway's brief , pulpy story of men on a mission and a man in hiding from those men . Turns out it's one of the best short films I've seen from a soon-to-be world renown European auteur , because of it's emphasis on the simplicity of suspense , of human action in desperate circumstances and how it's filmed with a mix of the noir style and with Tarkovsky's dependence on figures in curiously exciting compositions . He isn't alone on the film , however , as the middle scene at the apartment was directed by friend Alexander Gordon , with Tarkovsky directing the bigger chunks at the diner , and another guy Marika Beiku co-directing overall . Since the apartment scene is so short though , and accounts for just three shots , one being most elaborate as it goes in and out , tight and wide , on the morose Swede in hiding and his friend at the diner filling him in on what happened , it's mostly Tarkovsky's game here . Part of the skill , and curiosity , in how tense the long first scene at the diner is that music is completely absent , with the only tone coming from Tarkovsky himself as a whistling customer . Meanwhile , Tarkovsky uses Hemingway's dialog in a very realistic manner , even when he goes deliberate angles , like when George goes into the back with the sandwiches and we see his feet in the same tilted frame as an empty can on the floor , or with the usage of the mirror on the wall . There's also the suddenness of seeing a machine gun that strikes things up in the room , and just the general attitude of Al and Max , the hit men , as they keep calling George "" bright boy "" in a way that reminds me of the curious double-talk in a self-consciously bad-ass movie like Pulp Fiction ( not to mention the near casual usage of the ' N ' bomb ) . While it ends sort of on a screeching halt , the sense of ambiguity as to the fate of the Swede as well as everyone else in the diner who hid the secret is worthwhile for the material , as it's perfectly anti-climactic . It's not entirely a simple experiment , as it's too polished for that , but I couldn't see how it could be made any longer either . It's perfectly paced and acted nearly as well , and it's a fitting pre-cursor to the un-prolific but remarkable career of one of Russia's most important filmmakers .","Lasse Halstrom isn't out , as a film-making , to make really extreme and probing insights into what goes into a prankster / forger like Clifford Irving . Maybe it's because he , like I , saw Orson Welles's film F For Fake , which covered similar ground and has the only substantial footage of Clifford Irving on record and in full bloom with his BS meter going sky-high . That film , overall , dug very deep into what is to have forgery , a hoax , as part of personality . Halstrom doesn't quite get that , but nevertheless he's made an entertaining mini-saga of a man - or rather men in this case - who went to the edge of credibility and almost got away with the whole shebang . His story , as covered as well in part in F for Fake , is about Irving's incredibly smart and incredibly stupid attempt at passing off as his own the autobiography of Howard Hughes , then the notoriously reclusive and nutty billionaire with his fingers in enterprises all over the world . He passes off Hughes's handwriting to the publishers and lawyers as his , even as it's really Irving who wrote it all , and even went so far as to have mock audio recordings of Irving AS Hughes to get down in the book via assistant Dick Suskind . As the walls seem to be closing in on their scam , as well as Irving's marriage , it goes as far as mass printings of the book Irving presents - until the ' real ' Hughes makes a press conference call ( call , of course ) , to disprove the book altogether as a hoax . Halstrom surprisingly makes his film light and dark in tone , depending on what stage the story is in , and it's even fun at times to see Irving and Suskind go about their risk-taking maneuvers to get all documents and information they can on Hughes , as if it's guerrilla research . Then as the despair of constant lying increases , and the threat of capture and revelation is nearer , Halstrom makes it more like a paranoid thriller . This latter part may actually be not quite as convincing - so to speak of course , as one can't be sure entirely what's true or not in The Hoax - because , simply , one might not see Irving so much as a crazy person ala Hughes so much as a kind of strange artist-cum-professional at what he does : to make himself believe the BS before he even feeds it to others . Scenes like Irving getting caught by Hughes's "" secret agents "" in the middle of the night are not as striking as Halstrom might have intended , even as all the while the performances are still good . And the realm of placing the story in context of the times is hit or miss ; it works , to be sure , when going into the Nixon administration sections because it's crucial to the story ( and , according to some articles on the film , is possibly really accurate ) , though putting in the footage of Vietnam and protesters and so forth are sort of padding to environment and period . The music , costumes , locations ( i . e . Las Vegas ) and simple political ramifications make it enough . This being said , The Hoax provides the audience with some very effective performances . Gere , under the right director , can be terrific , and this is one of his best performances in years , as he balances out Irving's higher aspirations of wealth and notoriety with his latter plunge into confusing his own personality with that of Hughes , with suspicions of everything or anyone around him . The filmmakers wisely don't make Irving very sympathetic , and Gere plays this for all it's worth with moments of charm , tension , and delusions of grandeur played out wonderfully . However , if Gere is good , Alfred Molina is better as Suskind , Irving's collaborator and the real behind-the-scenes guy who helps make Irving's fabrications all the more palatable , like hiding documents out of the Pentagon or flying to another country to mail an envelope . Suskind , unlike Irving , ends up dealing with the hoax with more of a psychological / moral burden , and it ends up weighing on his conscience like a brick . It might make Suskind the more conventional character in the movie , but Molina makes him very real and more of the tragic case than Gere's Irving . Molina's track record , at the least , remains untarnished . Other supporting players like Marcia Hay Harden , Julie Delpy , Eli Wallach , and Stanley Tucci are better than average here . The Hoax is a good treat in this month's lot of schlock and big-budget trash by sticking close to making it an actor's movie , and sort of a bittersweet take on what a hoax does in such a grand scale as that of Howard Hughes , and what it does to a person the longer and more intense it goes on for .",453068,453068,True
118,"Okay , put aside the vampires , werewolves , Godzillas and masked serial killers for a while ? . What we have here is an entirely new breed of horror species . The Sleepwalkers , as based on Stephen King's unpublished story , are reptile-like creatures that feed on the vitality of young virgins . Charles Brady and his foxy mother are the last of their kind and have a torrid incestuous relationship . But in order not to become extinct , Charles needs to seduce the cute Mädchen Amick so he can suck her dry and pass the energy on to his mum . Pretty far-fetched , isn't it ? That's exactly the problem with the whole movie . It tries to be something completely new and inventive but the story fails to give a proper background to these ? basically interesting ? creatures . Why are they called Sleepwalkers ? Why virgins exclusively ? What's their origin and how come they're as good as extinct ? How come they have the ability to appear invisible and ? most importantly ? why are ordinary cats their biggest threat ? If you don't bother about the constant illogicalness and major plot holes , you'll sure be entertained . ' Sleepwalkers ' contains tons of gore ( especially near the end when it's a total cop-massacre ) and the silly humor . It's pretty amusing to see a chubby cop getting stabbed by a corncob ! ' Cop-Kebab ! ! ! ! ! ' Yet , it has to be said , in between the badness , Sleepwalkers does feature some terrific elements and a few highly entertaining trivia-aspects . The beautiful songs ' Boadiccea ' by Enya is one of the best sounds ever featuring in a horror movie . And the film is stuffed with fun cameos of other horror directors like Clive Barker , Tobe Hooper , Joe Dante and John Landis . Stephen King himself shortly appears as the cemetery caretaker . The best advice I can give you when watching this film : Switch your brain to ' off ' and have fun .","There has been so much written on Saw since its release in 2004 that I doubt there's much left to be said . Therefore , I'll limit this to just a couple of comments . It may not be the best "" new "" horror film I've seen , but it certainly beats a lot of the post-Scream films that glutted the market in recent years . Saw features something sadly lacking from a lot of modern horror ? actual dialogue . Too many of the recent horror movies rely so heavily on larger-than-life CGI effects that dialogue is often an afterthought . It was a welcome change to see a film where characters have actual verbal interaction with one another . Even though the movie is heavily dependent on two characters speaking to each other , there are still enough gruesome scenes to spice things up . They are shocking in their nature and difficult to watch in their viciousness . These scenes are very well done . My biggest complaint ( and I'll try not to reveal too much and spoil the film as it was spoiled for me ) is the big twist at the end . I just don't see how it's possible for "" that "" to have occurred . It doesn't seem feasible to me given the time frame of the events in Saw .",2020269,3109237,False
119,"The block Hollywood has been going through for several years must be big enough to prompt producers to produce remakes of successful films and "" the Omen "" is one of them . This remake opened on the 06th June 2006 , a beautiful date to serve the publicity campaign to promote the film . By the way , what's its contents worth ? I'll be frank and say that it's a well-crafted but lackluster menu for it contents itself to take literally virtually all the sequences of Richard Donner's opus and to reproduce without trying to bring something new or novel the different steps of the story . However , there's one major difference with its elder brother and it is to be found at the very beginning . The scenes in Rome at the Vatican weren't included in the 1976 movie . Otherwise it's the same draft-proof universe with , however some little modifications . In Donner's film , in one sequence Damien's mother was irritated by the noises her son made with billiards balls . In Moore's effort because of the modernity of the habits video games superseded these balls . That said , Moore succeeds better than Donner to build a latent and lasting tension to the audience and to ensure her a good dose of shivers and it often works . The best sequence would probably be the death of Damien's mother in alternate editing with Damien staring at a cop who's sweating . But the cast is patchy . Liev Schreiber was a better choice than Gregory Peck as the lead because he's younger . But Julia Stiles can't match Lee Remick . Ditto for David Thewlis who isn't as good as David Warner . As for Pete Postlethwaite , he was far better and disquieting in Bryan Singer's brilliant "" the Usual Suspects "" ( 1995 ) . But Mia Farrow as the housekeeper gets the lion's share and I can't help but smiling when I think about her real function in this remake : she has to defend Damien and so Satan whereas in "" Rosemary's Baby "" ( 1968 ) , she struggled against him . This remake of a good fantastic film doesn't certainly deserve to be disowned and the movie buffs who gave thumbs up to Donner's flick might be curious to have a look at it even if they know where they stand with it . Anyway , this remake of a fantastic film dealing with Satan is preferable to another lousy fantastic film on the same topic . See "" End of Days "" ( 1999 ) or "" Lost Souls "" ( 2000 ) . By the way , the little Harvey Stephens who held Damien's role in 1976 has a cameo as a journalist here .","Les Thibault  has been my bedside book for so many years ! I've read it so many times I can recite some of its lines by heart ! And it's an eight-volume 2 , 000 pages work ! A first miniseries was made in 1972 where Charles Vanel ( "" Salaire de la Peur "" "" Diabolique "" ) was an impressive Père Thibault . To people who have not read the book : you'd better see that version which is much closer to Martin du Gard's spirit . The 2003 one was freely adapted from the 1937 Noble PRIZE winner's work and they mean freely ! One should note that the actors are generally well chosen : despite all that has been said , the late Jean Yanne was not perhaps the right Père Thibault : his vulgarity which made wonders in Chabrol's great films ( "" le Boucher "" "" Que la Bête meure "" ) is sometimes embarrassing for a man who was finally a bourgeois religious ( just for show ) man . On the other hand , Jean-Pierre Lorit and above all Malik Zidi shine in their sons ' parts . Zidi outshines François Dunoyer who played Jacques's part in 1972 . The rest of the cast is uniformly good with the exception of Julie Delarme : Jenny de Fontanin was a secret sexually repressed young girl ( she could not stand being touched ! ) . Her evolution was very slow from a childhood between a mother steeped in piety and a flighty father to a strange maturity made of her love for Jacques and a burgeoning activism . It was not the actress's fault but the writers ' anyway . One of the biggest flaw of the miniseries is some lines of the dialog . Jacques , Daniel , Antoine and particularly Meynestrel do not speak like young men from the pre-WW1 days . They speak like today's youth , they talk of sex like today's youth , and even the father Thibault utters the word "" baisable "" ( = f . . . . . . able ) . Martin du Gard would turn in his grave ! EPISODE 1 : it consists of the two first volumes "" le Cahier Gris "" and "" Le Pénitencier "" . By and large , it's probably the most satisfying one for it does not wander too much from its model . Daniel's and Jacques's running away is tastefully rendered , even if the script insists on the scene with the prostitute whereas Martin Du Gard treated it very quickly . The reform school scenes are generally good , but it was hard to make us feel Jacques ' s humiliation and the director only partially succeeds . In spite of an occasional gaffe ( Antoine asks Lisbeth to take away his brother's innocence ) , this episode is coherent and promises great things . EPISODE 2 : it consists of the third volume "" la Belle Saison "" . Ruling out the Packmell nightclub scenes is a good thing for it's probably the worst moment of the whole novel . Instead , the director focuses on Maisons-Laffite where the two families ( Thibault and Fontanin ) are neighbors . The stand-out of this second episode is arguably Amira Casar as Rachel , Antoine's one and only love . The actress is sensual , free , and beautiful and her portrayal is impressive even if , in the novel , Rachel never asked Antoine to introduce her to his father . Amira Casar outshines all the other actresses and however there are plenty of them . Florence Pernell is physically Madame de Fontanin , but it's a one-dimensional character , ; it's not the thespian's fault though : the lady was a strong believer , her faith was her way to cope with her husband's inconstancy . On the screen her motives do not make much sense . On the other hand , Malik Zidi's rebellion against his father is pure Thibault spirit . The scene does not exist in the book ( but told in Jacques's short story "" la Sorellina "" but the scenarists did a good job here . EPISODE 3 : although called "" death of the father "" , the screenplay combines this volume with the beginning of "" Summer 14 "" ( Oscar Thibault actually died circa 1910 ) , while incorporating elements taken from volumes which were not treated ( "" la Consultation "" "" la Sorellina "" ) It was not a bad idea either on account of the length of the book . Jean Yanne portrays a dying man with talent - sadly he was to die soon after , which makes these scenes even more moving - . One should note that the scenarists made Oscar Thibault more human ( call me "" papa "" , why not after all ? ) . Jacques Thibault seems very close to historical character pacifist Jean Jaurès , which he was not in the book , but it's not a big problem . EPISODE 4 : the weakest , by far . There are two good things : Jacques and Jenny , in a Paris ready for war - although their adventures were more convincing in the 1972 version - and the exceptional ten-minute performance of Lorit as a terminally-ill Antoine . As for the rest . . . The script becomes melodramatic and drastically wanders from the book ! Some characters turn up at the most awkward moments : Rachel ( who has also a scene in episode 3 ) comes back for a three-minute scene which does not bring anything to the plot ( s ) . When she is importuned by soldiers while leaving the railway station , Jenny finds brother Daniel to help her get rid of them . But Jacques's death takes the biscuit : not only he did not want to sacrifice his life ( at the end of "" Summer 1914 "" , the young brother Thibault is a broken disillusioned man who knows quite well that his desperate flight will be his last ) but it's Meynestrel who causes his death by committing suicide ! But the best is yet to come : as Jacques is dying , the nurse who finds him is none other than Lisbeth ! ( see episode 1 ) Enough is enough ! Only 12 minutes are given over to the admirable "" epilogue "" , a 300 pages volume , a strong meditation on life and death . Again , hats off to Jean-Pierre Lorit who manages to display every nuance of Antoine's desperation : he is to be commended , considering the limitations he is working under . A voice-over tells us about Jacques's son "" fate "" . Martin du Gard wanted to write his story but he gave up his plan circa 1930 , so Jean-Paul's "" story "" is the scenarists ' invention . It's certainly above-average TV stuff . But I strongly urge the users to read the books !",1219578,1219578,True
120,"A star vehicle for Wallace Reid , and a sequel to his earlier success , THE ROARING ROAD . It's also one of the few decent prints of any of his majors roles that survive . Reid is an ex-racing driver now , settled down with a baby - - - played by his son , Wallace Reid , Jr . - - and his wife doesn't want him to speed anymore . But his father-in-law , played by the irrepressible Theodore Roberts , is putting up a new car to set a record from Los Angeles to San Francisco and wifey has walked out on Reid , with baby , to San Francisco , where the baby is sick / Will Reid win the race ? Will the baby be all right ? Will Theodore Roberts steal the show ? Fans need not worry , but will want to see this anyway .","In this , the first of three Roach streamliners starring Noah Beery Jr . as ' Pidge ' and Jimmy Rogers as , well , Jimmy , a pair of trouble-seeking cowboys wandering around the modern west , we see the middling mix of comedy and western story telling that was the hallmark of this modest series . Noah Beery Jr . later turned into a fine supporting character actor , best known today for playing ' Rocky on THE ROCKFORD FILES . Mr . Rogers career fubbled out in a few more years . In this one , they get mixed up with a dude ranch . The movie is no masterpiece , but its good humor carries it along for the short hour it takes .",1617546,1617546,True
121,"CLIFTON WEBB , given the chance to "" act "" in LAURA , THE RAZOR'S EDGE and other fine films , is the Clifton Webb the public wanted to see . He made his mark as Mr . Belvedere in a number of Belvedere films and audiences loved him . But Fox did him a disservice by forcing him to play the remarkable man in this film , an 1890s gentleman married to two wives who know nothing about the other's existence . The only remarkable thing is that this time it doesn't work at all , plodding along in an attempt to be fresh and funny while at the same time irritatingly forcing its premise on the viewer by making all the other protesting townspeople look like old fogies . The only supporting role character worth mentioning is CHARLES COBURN , again adding his own special brand of ornery charm to a role that doesn't deserve his presence . DOROTHY McGUIRE gives another one of her understated performances as one of the wives . Unfortunately , an annoying performance by JILL ST . JOHN ( with high-pitched voice playing "" young "" ) gets the film off to a bad start . RON ELY is much better as her sweetheart . Henry Levin's direction is stilted and there's not enough comedy to really enjoy it as a Clifton Webb film . Saddling him with 17 children does not alter the fact that his prissy ways make the basic premise entirely unlikely . This sort of thing ( without the bigamy ) was done more effectively ( and much more pleasantly ) in CHEAPER BY THE DOZEN . Technically , the film is fine . Sets and costumes look good in Technicolor and provide the charm missing in the script .","British films were beginning to attract more attention from American audiences by the time THE SEVENTH VEIL appeared on U . S . screens , and audiences took to JAMES MASON as the overly possessive guardian of ANN TODD , even though the character he played had some very unpleasant traits - - such as using his cane on the woman's fingers when a burst of temper had him out of control . It's the odd love / hate relationship between Mason and Todd that carries the film . Unfortunately , it carries it into the realm of theatricality when the relationship is shown at its most troubled stages . The film begins with the young woman attempting suicide from a bridge , and then the film becomes a study in psychological terms about the reason for her aversion to the piano with flashbacks serving as the means to unravel the cause of her illness . Some of it is very effective and certainly it's the reason JAMES MASON was discovered by Hollywood - - but it has to be viewed in the context of the time when psychology was being explored by both British and Hollywood filmmakers and audiences apparently embraced such stories . Mason's effectiveness in what could have been a highly unsympathetic role is what makes the film superior . Todd , while excellent at appearing to be a concert pianist , is less successful as a dramatic actress . A stronger performer in her role might have made the film more convincing than it is - - particularly in making the sappy ending more convincing . It appears to have been tacked on solely to please audiences rather than being a truthful outcome to a story involving such strong-willed characters .",1048771,1048771,True
122,"Spoiler The plot of this film is great satire of action films . It pokes fun at them , and has a twist in them which involves Arnold . They show the real Arnold as a showman , self absorbed , and his action character says ' he is an a hole . The bad guy tired of losing tries to kill the real Arnold , in order to win in the movie world . This film is about 5 years too late , it would have been great back in the 80's , however the crash , chase , gunfight , blowup , action film has been so overdone , it hurts this film out of repetition . Like an old joke where you know the punch line . I love the satire part of the film , where it pokes fun at itself . When action film go full circle this type of film will go back in style , but with new twists . The script itself is original , but they could have cut a few things out or poked more fun during the gunfights etc . This movie is a 6 or 7 .","The Way We Live Now  , like most Victorian period satire , looks into the lives of numerous characters sorting through the intrigues and foibles of romance , wickedness , power , and the pursuit of peerage and property . A lightly perfumed costume flick which tilts unabashedly between comedy and drama , this story centers on a crude but rich businessman ( Suchet ) whose powerful performance is the backbone of the film . Side plots include an issue fraught romance , an attempt to marry into a fortune , a scheme to build a railroad from Utah to Mexico , cheating at love and cards , politics , a woman scorned , and much more . A four hour TV miniseries from the BBC , "" The Way We Live Now "" has plenty of time to sort through its many characters while tidying up at the end making it a busy and enjoyable Victorian period film . A should-see for anyone into BBC TV fare , Victorian period stories , and 19th century pulp fiction . (",453228,783721,False
123,"There is nothing like a good spaghetti western to pass a Sunday afternoon , especially when Tiger has little chance of winning . This one is particularly good , as it stars the great Lee Van Cleef as a bounty hunter who foils an attempt to rob $100 , 000 from the army . Filled with lots of interesting characters like Banjo ( William Berger ) , Carrincha ( Ignazio Spalla ) , and Indio ( Aldo Canti ) ; more than a few laughs ; and some amazing tricks and gun play by Van Cleef ; it is just the thing for fans of the genre . I have to note that it is a good thing that the bad guys led by Stengel ( Franco Ressel ) have unlimited resources , because they drop like flies at every attempt to kill Sabata .","Keeping up with the fireworks on the 4th , we see that Godzilla has to defend Baby Godzill , who is much bigger , against a UN built Transformer-type machine and also Space Godzilla , which was formed by some Godzilla DNA that traveled to space somehow . They keep getting sillier and sillier . This one seemed to drag on forever before we got to the real action . When we did , it wasn't as good as the others . I do have to admit that the finale , when Godzilla destroyed Space Godzilla , was spectacular and one of the best fireworks displays I have seen . The ending was sorta cheesy as Godzilla calmly reenters the sea to some romantic music and a setting sun , as two of the G-Force team walk along the beach holding hand and whispering sweet nothings . Megumi Odaka , Kôichi Ueda , and Kenji Sahara are back from the last film . Watch , if you must , but not as good .",2171244,2171244,True
124,"Sunday , September 17 , 2006 marked the last broadcast of the WB . It was marked by airing the pilots of the following classics : Felicity , Angel , Buffy the Vampire Slayer , and Dawson's Creek . Buffy the Vampire Slayer was originally a movie from 1992 starring Kristy Swanson and Luke Perry . That movie's writer , Joss Whedon , wasn't satisfied with the final result so he tried again with a TV series with himself as executive producer . Buffy Summers ( Sarah Michelle Gellar ) moves to Sunnydale from L . A . with her mother ( Kristine Sutherland ) , having been kicked out of her last high school . There she's befriended by Cordelia Chase ( Chrisma Carpenter ) who tries to introduce Buffy to her clique . But Buffy takes more of a shine to shy Willow ( Alyson Hannigan ) and her friends Xander ( Nicholas Brendan ) and Jesse ( Eric Balfour ) . As she enters the school library , she encounters a bespectacled man with a British accent named Rupert Giles ( Anthony Stewart Head ) who knows Buffy's a slayer and identifies himself as her watcher . Buffy really just wants a normal life . Giles explains what his and her duties are . Meanwhile , a dead body appears in a girl's locker . . . Very good first episode of what would be an outstanding series . Gellar , Hannigan , Brendan , and Head already make a fine team with Carpenter perfect as the stuck-up one . Also making first appearances are Angel ( David Boreanaz ) who is not yet identified as a vampire and Darla ( Julie Benz ) , not yet known as Angel's former lover . This was the first WB show that truly gave the network an identity as the one that teens could relate to . So it's fitting that it should air on the WB's last day . So long , WB . It's been nice knowing you for the past 11 years . . .","and have NO desire to see it again ! Who thought the world needed an ecological Godzilla film ? The film has worse special effects than usual ( and that's saying a lot ) , the usual lousy dubbing , animated ( ? ? ? ? ) sequences and some needlessly gruesome moments ( i . e . a guy's face decomposing ; Hedora spitting sludge / pollution in people's faces ; Godzilla pulling the eggs out of Hedora ) . Also the song - - "" Save the Earth "" BLEEECCCHHHH ! I don't know what the lyrics were in Japanese , but the English ones are downright insulting - - it's enough to make you cheer on Hedora . Also has the usual annoying Japanese boy who knows more than the adults . This urchin was SO annoying - - I was so hoping Godzilla would stomp him or Hedora would bury him in sludge . Probably the worst Godzilla film ever - - yes , it's that bad ! ! ! ! !",11228318,463200,False
